user,staked,unstaked,total,factor
0x9b18e1327f88989d45641fbd5dd9f4f6845ea356,1,0,1,100
0x9b5a62f0d1ecaf358dc605b280725dcb4823636d,1,0,1,100
0x9b7fa79317a864c54b0bdf852a932613f8540f3f,8,0,8,100
0x9b902f8c7c817f2297de1f52b49c044c14ba2039,0,0,0,0
0x9b9f171744656837f5fda55f05d9a0deae353c13,1,0,1,100
0x9bbc4b0f8d1a497ab97d021db3a4ced0006c448e,3,0,3,100
0x9bd50dc63d3b247814ae7027a7f9faf948237ea3,1,2,3,33
0x9be2d8918a8a8b4bef6602b6a3b7e1d118e24455,1,0,1,100
0x9be8302d10dfb2f756a3f60e6d25e527d7787259,4,0,4,100
0x9bea3c5b20c8d4e2a07caa6a1df77d7c37f481db,7,0,7,100
0x9bf9a01a7dbae7d8d2e4e885b6041887ea16b386,3,0,3,100
0x9bfedb06fcf0f58a15b97ca8af0c471792074c40,0,5,5,0
0x9c20c7db524ed307af3c018844204d7b4af9b37e,1,0,1,100
0x9c4ceeab258793e6145acde09ca311b565b824f1,3,0,3,100
0x9c948c1ed3ccf44d1eea70519b2dec2ac9878bf9,9,0,9,100
0x9cc74f47f94c6186233dd524a2b93310f21d02f8,28,0,28,100
0x9ccf9ce9d2b494cdb614c57aa71d846d355683a1,3,0,3,100
0x9d5e80912cf2b11e3feaa727a6b5919975ab8989,7,0,7,100
0x9d80eed91b62e4e11c6d5da323abf732a0247511,6,0,6,100
0x9d82351886642ecdfedcbfe1a9441704cb7eb1c4,4,0,4,100
0x9d86a7f15c668ad1511b0fab20bc8d7448108ba8,7,0,7,100
0x9d9a214d1e4c4a2dee7cb65ca74c016c50a80810,2,0,2,100
0x9dd137acc05ac10fad444d3ca356bbf57e49ed98,2,0,2,100
0x9df56d9f37a338a4697abd01d4ac13b81a3325e0,40,0,40,100
0x9e8e5d07039dd7541ad86319a137ac7a886a46f0,3,0,3,100
0x9ea0d8b69b2ba90975cc6d59a92d69d55c7edb5f,2,0,2,100
0x9ecad9d9d3ed0938cc3b84732d3ffa8ece3a87c8,0,0,0,0
0x9f50183812bf7dad0967e6cb42aa041919c13026,1,0,1,100
0x9f5035913c97fde2d9af3ef514b15c3833de0249,4,0,4,100
0x9fadef2323461963a833cec4507bea002f86e417,3,0,3,100
0x9ff74d6d351d178927d982e3d037ef3eed1ae8e4,3,0,3,100
0xa02e3a41a6fb3bf5834b2417cb9217008329f5bf,15,0,15,100
0xa04fb6d2b178ab728ac22f2b07b40cfcb1e075fd,5,0,5,100
0xa055cd7a19764625f1185468c50b5cd993d1df02,11,0,11,100
0xa0800a288d3d589f4c62b70543bf8275084990e5,2,0,2,100
0xa0e8b97f25499841b4a5a8536a0fae02e734fbe9,30,0,30,100
0xa1034444ebf078546a5a3bb796b85730278416d0,1,0,1,100
0xa14a0dc1be1948442aa4e250d73140fef472e919,3,0,3,100
0xa18538908eee2f34f248df1ce83e4697677ed586,5,0,5,100
0xa1c0c0ff6eaa63e7b0c7bf441fc146afdb08fc7b,10,0,10,100
0xa1c23a4d232dc6268038f273299d463787bde8c3,6,0,6,100
0xa1f0edcac53df9f02a22d0f46c0d4e3a6c26d05d,3,0,3,100
0xa2163b6c212db70066eaf921d066d7bea26bb687,7,0,7,100
0xa218d0c6c3e1df6db492892a9fba0052378dc2ba,2,1,3,66
0xa23f2c13baf7426f3f2e90203983c2c8e52c40b8,24,0,24,100
0xa2672e525c07592f7bda6b4d7dbfcd8d7d17820d,0,1,1,0
0xa29ec4f89f90e87fc6c8721b396df2fe7598ad74,0,2,2,0
0xa2dcb52f5cf34a84a2ebfb7d937f7051ae4c697b,2,0,2,100
0xa2dfeafe3d732c3ee2a331c4bd70f5b08c0bd8af,2,0,2,100
0xa2f4dc54ed75bd7854d7e64762d84a55f0520767,11,0,11,100
0xa2ff3e1070bbede9e631b98a79f4996babe3c395,1,0,1,100
0xa31952e6b3edee58d5304816fa0d7e3cafa3149a,6,0,6,100
0xa362ce1c99966a0438bdb7c6659739cdd383aa52,0,2,2,0
0xa3bb19647fb2bbcff1b288c90328bcced05ac261,8,0,8,100
0xa3efc6fb6b56e41dcdbdc62687608d82d42f49f7,0,0,0,0
0xa42cc8097460445151b0019afb13efcf5e5a6294,3,0,3,100
0xa4b949fb6b2979e383b753f7b086ee1a7adb552a,2,0,2,100
0xa4e2f15529b1d6fb410fad1a64262bb2ca809211,0,0,0,0
0xa5c4590b8739a0d3975fc1f8714bb9d9c0de7193,4,0,4,100
0xa5c72ec6047fb0d410ea04c87fd7bd27d4e249be,22,0,22,100
0xa5cb0648383b871de9d8c8a2f31bb985ec160187,2,0,2,100
0xa63b35ce71f725ce3e018b447c85b79c4e49b8a6,0,0,0,0
0xa6473cce13f11614745e6bf9cad704646616a9b8,1,0,1,100
0xa65b44e85db0c0a280d203a88af460c308c86842,6,0,6,100
0xa6e89943967d1ce71a990a3ff509160e7b1834e6,1,0,1,100
0xa6ed26749cb54591291b4550a82f15ff64ae98d9,3,0,3,100
0xa6f36851d0a4ee4a282a65f5ac0a9216a3f76a66,1,0,1,100
0xa728d8b4f2e992d50c4e71949c662afeed76d1e1,2,0,2,100
0xa752c906430c4b74c57f52da69e2eb3752b022be,1,0,1,100
0xa7707946aa6ce4c28176803738b9967b552bfa06,0,0,0,0
0xa7e10d7eeaf3e613c36627f50fa76846a655476f,8,0,8,100
0xa823ffbca8d11e49189311c082bf7bcd910688d2,2,0,2,100
0xa82d29147f04b37d224ee57efc5cf858a895d3e7,26,0,26,100
0xa830053811b83d5f7d9e091ed17ff090a03621e4,0,1,1,0
0xa883d6abb95c4cd8c356ed779791ad919b9be72d,1,0,1,100
0xa8a98a0190ea5cea671e004e909d933ec3c4eaf5,40,0,40,100
0xa8aad55c115a9213d790e11ad90a60f3540fee72,1,0,1,100
0xa8c176f58c0586448fabe68c63741eadce8d07bd,1,0,1,100
0xa8c33b94d38bc1e47ff0b0fd425ed2f329e4a146,2,0,2,100
0xa8c789a501eab5903d8685830a0bba4f096025f4,0,1,1,0
0xa8ed34926dabd131fa7dfe88b11d626f0bf6bf68,0,6,6,0
0xa94a9ba93506de2b198bdfa60fa5960241500512,18,0,18,100
0xa97578dd7ad20ba12d42cb4100616f7d3797a72f,8,0,8,100
0xa9aa2628496a960b2486e33c04aea5aad09dce22,1,0,1,100
0xa9dbc0699757ebc709afbc6121922a8a6c3483c7,10,0,10,100
0xaa7eec6b62d55db20381af6d8e83210daf59ca77,11,0,11,100
0xaa8c661653be0ab9fbab385b6ddffaa9bfa7f487,7,0,7,100
0xaa9a6eb9429c45a087d1c0eafb79159d927fe3ac,8,1,9,88
0xaac3ffcfedc369f597f2f318a5562b253545950f,15,0,15,100
0xab0cda4cc21207fd9433356afe9428b6fac8a8a5,2,0,2,100
0xab6ed0f5bbad67783997f28f68f7e6b4908689f5,1,0,1,100
0xabc6207e359f26286ef3832287c16f7973002a1a,13,0,13,100
0xabfbf2c78e84ac4e5f6bd907b70fc7f17cb2e30b,2,0,2,100
0xabfde18825d811e929f69144d19a131d6f4474cc,2,0,2,100
0xac10bb5a18d36b260fce7408755dec0c940000d2,2,0,2,100
0xac231ab8c32e3a1d87e6017b2c10c432898bfbbe,3,0,3,100
0xaca3f06100f998a89b52d785ba89a827fdf04085,0,1,1,0
0xad4489f64a8be791294116d3e99d2721c7f0a72a,3,0,3,100
0xad799d7228c4b5aaf8bd398d08f3d94ec3a081f4,2,0,2,100
0xadcc784e3d6c7c37521c30dbcd48502e83bc82d7,12,0,12,100
0xae0c5770969d6d2087d7c2c9026f08d242e53d35,3,0,3,100
0xae597035b5eba66133d1c0008332860a9459aee9,6,0,6,100
0xae67fcdd049e7be4d9f9786adc2a207982bb50c9,27,0,27,100
0xaeb62852f099fff498ce54d376755367e06bad7f,1,0,1,100
0xaed3d37b761bf61767208da1dbb3a971b9f13fb5,14,0,14,100
0xaed962710b76e0982b2146787cae55b9b531beba,31,0,31,100
0xaedb9467313fd2ae1bd090bbec59209732d901e9,1,0,1,100
0xaf6caad869a7d6521dc7a6099199758d09a758c6,3,0,3,100
0xaf7de28cc3c101ca2914de7f97e1ed91181fb24a,1,0,1,100
0xb066a5b94c4d1c7c06610d1628375e5e4b265de5,1,0,1,100
0xb0799d85fafc89c81c6c84f1c049769166d60627,1,0,1,100
0xb07abd7ebb87b58b687a42aafa0209b4df6ae049,1,0,1,100
0xb0974de2d0c3c5f0892d456d48335e0164574ba7,3,0,3,100
0xb0b6878e99ac654785bb84da074b2586cc8b9292,1,0,1,100
0xb10a7cdaa33e9f2b42ee13752d3d393463df26c2,2,0,2,100
0xb125db91153436c3a4beed734109ad1fdd189022,4,0,4,100
0xb12ea66530b95f9e1207ccfae51c899ebf91c6cf,0,2,2,0
0xb15b99660ee35b102f53f11dd4363542528e6ca6,0,1,1,0
0xb16d6dda8e6a9e93ded7d5c33e3fa5b589c1ebd7,7,0,7,100
0xb18f443ee956e165b42d2197d06bec3bbfc339be,1,0,1,100
0xb1cca38dbf0fd29e9fe5d8379f845a268ce41800,1,0,1,100
0xb1df5e6f8269fdf5f127d022f77c2af55ab6e252,161,1,162,99
0xb22a7c9bd86a428c09af3d7cf93683d23c944fbc,1,0,1,100
0xb2d934237a4444b107df8bf190a9cb34f52fa723,4,0,4,100
0xb2fc53f237cf2d72a8b7a6589bb72b9711552c90,63,0,63,100
0xb2fca525675b722cbf6681bb918d99d059287a34,3,0,3,100
0xb36c87779ca868344d620dcc28fa44f8e6188e1d,1,0,1,100
0xb37143f867698dbf9f411551f26a091df0fc3abe,14,0,14,100
0xb37d68cd51c6898288d5a985c7b54f6f6739b523,7,0,7,100
0xb38a7565afda59c4183e10772119c52a2323f266,2,0,2,100
0xb3bc915deda38b5f6f5551d7f5b11e1e6e4af52f,0,1,1,0
0xb4320318fe7d121fbbebb670acc24417c69e43ff,3,0,3,100
0xb43852c3904fb2315ff2d3b7d106bd5b2dd1e3fa,0,0,0,0
0xb439fe77e31cacde56402665c244d9ad6eec47f4,2,0,2,100
0xb48d9c93ec939a37ec038b5db961a2625b01f03c,1,0,1,100
0xb49d316d771b9dafb432bd854cc6869c565f6eb3,5,0,5,100
0xb521ba53dd76e6a503425d973464f6329213d2c6,3,0,3,100
0xb58b3e8b334ebfda6eb27f0c13974e058085f422,8,0,8,100
0xb59e46785d53a2029f985277041cecc3c4b905bf,1,0,1,100
0xb5b882bc92245398352c225d7375196f1dcd9815,3,0,3,100
0xb5c1b3e0f4606ed8637aafa7c3ad1087dfd40a6b,2,0,2,100
0xb62b934448917e0ca6a91d9b6fc63a0fd13151c2,13,0,13,100
0xb63c261890b5647aacbb8e8ddfbb635527d2213c,9,0,9,100
0xb64a7aea960f134d6081892f03726123a5a12e4e,2,0,2,100
0xb65f689d71030b7474cac7cdd731b86ea3b7a67b,1,0,1,100
0xb66f5fdbe89b5588789a3a3d1a3c63e050ad947d,5,0,5,100
0xb681cbfd6e66c4f385a76dd699b1f045aaae8423,1,0,1,100
0xb6b45439aa2fbc67bd51b680daaa85d3fb190a4b,4,0,4,100
0xb6bc85230571ac3d5f5a1a7908372b49840d23bd,0,2,2,0
0xb6bf5673a22a6f321acdc7c486c274d155c3bd5f,4,0,4,100
0xb6d470ab7871b8cfa8f2ff6a44c9c6e9ea2544df,11,0,11,100
0xb760bd106f186417a980757005df91644ec8b7a1,1,0,1,100
0xb77b40dc6e0163324a8b2ecef75d6e73faa5794a,3,0,3,100
0xb77f3a59e605cc487659c2816cf844635530846e,4,0,4,100
0xb78143e18c98286cd0b90a97bcdca3caf3c02da6,14,0,14,100
0xb7a1c6a5143b2d0efff58e6934b5117cb8781253,1,0,1,100
0xb7d96dea5588b85273868f056f118cb5e8a8ae93,1,0,1,100
0xb7df9a000ab1439bf1bce916109fa43b61220b44,15,0,15,100
0xb7e9a12c688963fe142c6fde173d0df02514a802,1,0,1,100
0xb7fba37747881799ff6babf08c1ce79c04ad148e,4,0,4,100
0xb80c2690379ecc0b4ac1e988a747d4180fce12f7,15,0,15,100
0xb83f97e471fac857f03064c54d77b96856b79288,2,0,2,100
0xb854e584370b3aeb017289e05af9256acfb9c153,4,0,4,100
0xb8a3e1ba7e20761f069a5e45374f3723d27b221c,5,0,5,100
0xb8e276a352a9b6baa2e680ab88a5aa14f542619f,5,0,5,100
0xb8ee04e5142e7e5cb9273a2da5cf7aea1dd9056e,3,0,3,100
0xb918e7abf0cb7a78b0d2a0750e887d72d349d037,0,2,2,0
0xb939375880d239d5dbf9b444be2361d41fac903d,2,0,2,100
0xb95baa9312b0e3bb11aab9dd189a8be697a30aad,2,0,2,100
0xb96dac9291b11b36f88b22f7e5a73c4737667b2b,2,0,2,100
0xb96fea8da2edfed1be957ad7154327a7e2c59de2,0,0,0,0
0xba00cf3a169108590020ce016c24a499fffaf69d,1,0,1,100
0xba0b0363d98998b911ac5969dc0124f93f0ab298,3,0,3,100
0xba1b75839a030732885fb97d2d85e997aa9238d8,11,0,11,100
0xba284f6737c625d8f70585cc73f75801b60d572a,3,0,3,100
0xba8119986457193a36d407f9f547dde25670cb65,5,0,5,100
0xbad73848c943d908c8ed748c54ab6cd5c90d4f79,2,0,2,100
0xbaf0333cd44b7abb69ab925060cf0892025a909b,1,0,1,100
0xbaf9d2890f1f920bcc178920ee64e09707e45548,10,0,10,100
0xbb1e1143e11dfb482178f1dbec41deff45841e37,2,0,2,100
0xbb3038ca46e21de389bf28b09ea093697384958a,4,0,4,100
0xbb7cc30722ee8460bbfdd5dc60eb214e9b67aaa3,1,0,1,100
0xbba6687ead6581b291c58e92c57b10f087c9a812,1,0,1,100
0xbbc0d207b0bd0729abe105ef979bc63e613e19c0,1,0,1,100
0xbbc9dbf01c54099a805e223006071f14dec4e5f3,16,0,16,100
0xbbf70de2c7d696a908ee3de8ceb02ac05184fa89,1,0,1,100
0xbc273efc16046e388e739046f43de281a547b04d,3,0,3,100
0xbc2e737a026770fb5e4bfaef9fbc045e4dad7720,1,0,1,100
0xbc34e23248062bcb6a0479306ea3522b7552de04,3,0,3,100
0xbc44f6e8c043574548a437f4952adc6f7a08ba14,7,0,7,100
0xbc61767e40153092ef21d76deb915e89cfdfc3c3,2,0,2,100
0xbc710cfc60d2fa3a213466fd393276cfe086efff,3,0,3,100
0xbcb491a4d74aecf01abe2f962a8310420928f2b1,1,0,1,100
0xbcf6de5f733294351f1fda7758da192f79ffdad2,4,0,4,100
0xbd101fffac618cc704f005315143dd63b445c5e7,22,0,22,100
0xbd54147b0fe4d5d1b092e757c05570c4353dc9aa,2,0,2,100
0xbd9c45731542e167c920f857b65319b203d8cf40,1,0,1,100
0xbda1825f4dd9b737e4719812f278f354433a6c4e,0,1,1,0
0xbdc8f897a960231cd076001684244c06ec09c23e,0,1,1,0
0xbde65738bedcb327a210f3b8b17db6a5f3e9384e,2,0,2,100
0xbe2b9aac336e192a8c346c1aba59a4ccf1458cf0,1,0,1,100
0xbe681d305f9ac149eaa565bebb4a125eeb06d7a0,1,0,1,100
0xbecb4ecc92883f463ea4a2464276b165757985f4,2,0,2,100
0xbef1fefe4bb6dda516e9af3a3f793d182cf053bc,6,0,6,100
0xbf4d0834ec11c74431398cfa5ebd17b1c55335e8,11,0,11,100
0xbfa0cc854b31031a608c10e3abc41b194dfc2c9a,18,0,18,100
0xbfc03a986f68ca87ec43e2c6582d69a4a123e5ed,4,0,4,100
0xbff3d58c5868cd5fbd8d732baebd811ddec834ab,1,0,1,100
0xbffe3b8cf8f92f139ba689d7f92b07000e880a5a,1,0,1,100
0xc00decf73b870a49c09a96f42447d5c6d092d7d9,3,0,3,100
0xc011a2fc732335a47d8b3ff14919eaae2793e44c,2,0,2,100
0xc04b7d464c724c8d4d5fe6067938cedab82afa12,3,0,3,100
0xc05189824bf36f2ad9d0f64a222c1c156df28da1,4,1,5,80
0xc058f776dd3e8f967a7747fb411e074832e2f9c6,1,0,1,100
0xc0a2a42eb3e1c5e068056325c2935236d6ba147b,6,0,6,100
0xc0c51f164f403b34040f276220249ad3832b7b0a,1,0,1,100
0xc0f2b7c0745de99298540907f6296b230f8bbabb,2,0,2,100
0xc13e5cf6418edb17b1780e1e8324e65544e79b17,6,0,6,100
0xc165bb61c9918a99fbd8efa95875ed0b96924f68,3,0,3,100
0xc19f2c021b6bab4c696d435965b1759b09bc27a7,2,0,2,100
0xc1f4e69dd9e5f6318375910a86d60979f7ba6441,8,0,8,100
0xc27006affa2bb48de0cf77ecf4cf9835640cf6f2,4,0,4,100
0xc2d98e3b33c7e869b2a7bece2aea82351b97a911,6,0,6,100
0xc348cb4d79c2181add492eead682f03cd6967a65,1,0,1,100
0xc36b0901d04bb69770ce21693e2ce40441d66fd6,1,0,1,100
0xc3cb190fd64b1adfa8ded3760dc05c491f89bc3c,1,0,1,100
0xc3eda01564a09c6c77e30ac0ba89dce00dd929ea,1,2,3,33
0xc3f257801d4d17f81e9f76d5fd3293311b0ef044,1,0,1,100
0xc400de3fce614adc8db640f2ea9942b53c6150fd,5,0,5,100
0xc403bd103959eaab1aeaa41538100aad7adbc8ab,0,1,1,0
0xc416b9a89cbb82731c7b643219abab9bdc01f2d6,2,0,2,100
0xc45056bece6a9f0f03f29fab5636832a5a4cff05,1,0,1,100
0xc461adc7dddcaecbb437d3cb7f51c99f8024b6a6,1,0,1,100
0xc4d4569f4dcd02d8ca9f3409977b74f4880b5f6c,19,0,19,100
0xc4f7866f6fc714c8729178623b8093f5a17eb8af,0,0,0,0
0xc5386ff5578e589774c1612e27c5bba813076ee4,1,0,1,100
0xc53de9c4d09bc37d24a07492f2cd21ac4b5f22e7,4,0,4,100
0xc56e357599de4418c3a33ad611130d2b2b36b19a,9,0,9,100
0xc5782f400ca376426e974ea45da3026f38d45896,2,0,2,100
0xc58009cd3e44d497bae87881b5a01a217676df6e,1,0,1,100
0xc5a2ce3a6c74704e9cdf48b1cfe23f60b17007fa,1,0,1,100
0xc5bccefe6ed9b5b9daa249c5299787b4c148c208,4,0,4,100
0xc5c2c20930166b1f721b37a6b57fd5d9947bac49,3,1,4,75
0xc6bace116f5b9e5bdbc8c03cefd96027927ffa5a,45,0,45,100
0xc6e09bdad36a65ca469b539f600589fb338e32ba,2,0,2,100
0xc70daf7356bc5f2ef6008e0faa7e076c47c6e7f3,21,0,21,100
0xc73da5668d34972fb210d3bb1fe7592e5716959e,5,0,5,100
0xc75fe9bab090a059af7f52b085288dfab2b5a6c7,3,0,3,100
0xc7abf54923030935ad8a628b7c87516e31c09cac,3,0,3,100
0xc7d452cc8693df566721d2d48dc7419c2d2d1940,3,0,3,100
0xc7e318811aac4e3975bf49d6a7c6fbc82d2305a7,15,0,15,100
0xc7f6a80311ee85f7b78fca69fbd7c098524cd27b,1,0,1,100
0xc80c7aceded9a7caee6c32a7e735863efd226dc4,6,0,6,100
0xc8c79111594783f16a6369f89a508488e4be0722,4,0,4,100
0xc8f260c43301ff61f05fb008532d71e74bafd371,5,0,5,100
0xc962c21c9f096e6ca9da5d32edc0fc6211887688,1,0,1,100
0xc96a829de6514e5170215ded00efe2045d5cec14,3,0,3,100
0xc977e7b16c33cf122302d5285247da09a460dda1,8,0,8,100
0xc9a61e9721647a474d7ec2f4a1608de955446759,1,0,1,100
0xc9cf84994e1dc2fd04bccbcda4b77e16702b047f,3,0,3,100
0xc9f203b4692c04ba7155ef71d8f5d42bfcfbc09b,5,0,5,100
0xca4f17f7db98e51057bf25c1a9e4033b2735eaac,0,1,1,0
0xcaa50a37411152539312bbe3168972b010583160,4,0,4,100
0xcaba789bf3130c89174a384b66a195a816b27723,27,0,27,100
0xcaf1e33c683b20d6592fc61b3fc9a3d90c7edb88,1,0,1,100
0xcb03605a37415fc32f1e2899e9f8492f61f82351,6,0,6,100
0xcb173615cd7914bc536a63d1172433d8ac056e7c,0,0,0,0
0xcb4ba553c4632aa9495b933e9763721e79b3bde0,4,0,4,100
0xcb64ee2d54249720450e9ecedbb2adb3b07874ce,2,0,2,100
0xcb6d20011ed3b97e57fa8f4589a239ae4cf94f7d,1,0,1,100
0xcb914e6465d01984efa583411e422edfeb9cb499,13,0,13,100
0xcbbfb8c8bfe5daa7960513681c8082a461ae5cbd,1,0,1,100
0xcbf06972ad4c32952d0485566c1ea0b4ecf11a0d,1,0,1,100
0xcc7842f66fa9a8ab6920854ec3db9517aad9bbce,6,0,6,100
0xcc836a3bdcbd6efd1d662e6dfeff41602563d98b,3,0,3,100
0xcc9a58a75a8ebc19b18e18662067f05443fe6c2b,1,0,1,100
0xccc1209e64c40a564e57e8ade22979872d270346,1,0,1,100
0xccc4bb9c69b3f59f8f5dd430679c5af8c32bf526,18,0,18,100
0xccd09cd8a24039220210872d961a78475cd29bb4,2,0,2,100
0xcd14fc2f9af26a420a25f81a450ac0f2509335b8,3,0,3,100
0xcd46605d27c9160b816bca72572fd26037d41429,4,0,4,100
0xcd68245d641be2902fa9efe921e4ff343a500a9b,2,0,2,100
0xcd71315c21bab6ece689c387ffb074696f2ec5a7,0,0,0,0
0xcdb6e2e26aef202f522559c95430db5c4a2a33bb,5,0,5,100
0xcdc1f76ef38a912bb05c8ad268fc02ccdac9d024,2,0,2,100
0xcdd961b0099bbdcf50b490eea4cf7d58a2a1fd95,4,0,4,100
0xcdf7f865d485e9139ac4da52618a85ac6222c118,2,0,2,100
0xce19349b9948b09619f7a5215fee4eca78562d99,17,3,20,85
0xced18824ffaa2b63ad1c54f177a4c92970c01c09,0,3,3,0
0xcee0c9022120a24c720516247c8118c7be175ae8,3,0,3,100
0xcee3fd4a7d752a881824b7c583eef1b69f2d02d7,7,0,7,100
0xcef37c72299adf1d569ef4a0ff6aabb93eaca4e2,1,0,1,100
